RESPID,GENDER,AGE,WORKING,REGION,MUSIC,LIST_OWN,LIST_BACK,Q1,Q2,Q3,Q4,Q5,Q6,Q7,Q8,Q9,Q10,Q11,Q12,Q13,Q14,Q15,Q16,Q17,Q18,Q19
209,Male,21,,North,Music means a lot to me and is a passion of mine,3,2,69,65,52,71,60,59,25,26,58,52,68,71,52,70,72,3,29,,
210,Female,24,,North,Music is important to me but not necessarily more important,1,5,48,59,66,32,7,28,42,31,14,55,71,58,61,65,37,57,36,,
211,Female,21,,South,Music means a lot to me and is a passion of mine,3,1,93,75,88,8,7,100,6,9,7,5,93,93,43,75,33,64,97,,
212,Male,19,,North,Music is important to me but not necessarily more important,0,5,79,92,73,33,11,34,36,50,7,77,70,50,72,95,51,53,74,,
213,Male,20,,South,Music is important to me but not necessarily more important,0,0,76,51,67,52,26,35,27,27,37,38,21,36,34,64,25,31,29,,
214,Female,18,,South,Music is important to me but not necessarily more important,2,1,65,66,66,36,41,59,57,42,36,52,65,69,71,71,70,38,66,,
215,Male,18,,Centre,Music is important to me but not necessarily more important,1,1,34,63,73,64,36,42,0,0,59,52,62,62,74,63,37,32,65,,
216,Male,24,,North,Music is important to me but not necessarily more important,2,3,44,36,45,25,8,35,32,36,64,71,61,57,49,68,58,44,52,,
217,Male,22,,Centre,Music is important to me but not necessarily more important,,,52,51,52,52,51,50,53,50,51,50,51,52,52,52,50,51,51,,
218,Female,23,,North,I like music but it does not feature heavily in my life,,,10,10,11,11,12,72,13,12,89,9,69,68,32,33,10,10,8,,
219,Female,21,,South,Music is important to me but not necessarily more important,1,6,48,70,70,35,34,34,34,8,33,32,69,69,51,70,27,27,49,,
220,Male,18,,Centre,Music means a lot to me and is a passion of mine,4,0,100,100,100,5,3,3,3,5,4,100,73,73,100,100,50,36,99,,
221,Male,24,,South,Music is important to me but not necessarily more important,0,0,55,40,59,26,68,61,23,39,32,14,49,45,80,71,12,33,71,,
222,Male,20,,Centre,Music is important to me but not necessarily more important,2,0,77,53,74,35,78,55,52,72,32,72,71,96,71,71,33,69,89,,
223,Male,22,,Centre,Music is important to me but not necessarily more important,1,1,83,91,72,11,20,51,77,92,12,82,83,87,28,72,79,96,78,,
224,Male,16,,Centre,Music means a lot to me and is a passion of mine,2,0,68,59,72,55,66,64,68,72,62,58,30,39,71,81,22,38,77,,
225,Female,21,,South,Music is important to me but not necessarily more important,1,1,44,64,55,49,47,48,48,47,48,55,72,71,46,50,50,47,67,,
226,Male,49,,Centre,Music is important to me but not necessarily more important,1,20,66,65,21,40,71,49,70,70,42,88,67,52,81,67,30,28,65,,
227,Female,24,,South,I like music but it does not feature heavily in my life,,,29,51,49,51,63,51,96,71,71,27,69,70,69,67,29,28,51,,
228,Male,20,,South,Music means a lot to me and is a passion of mine,5,,54,68,100,50,31,4,70,51,11,52,72,61,94,94,75,96,55,,
229,Female,23,,North,Music is important to me but not necessarily more important,2,2,100,52,100,53,34,0,51,31,54,71,72,73,50,49,50,70,70,,
230,Male,19,,North,Music means a lot to me and is a passion of mine,2,2,100,86,81,6,10,18,34,8,6,83,100,73,34,35,100,64,82,,
231,Female,24,,Centre,Music is important to me but not necessarily more important,,,73,74,67,12,10,11,10,9,9,52,8,11,9,9,9,8,71,,
232,Male,56,,Centre,Music is important to me but not necessarily more important,,2,29,48,29,12,48,22,7,11,86,70,10,7,7,44,23,10,48,,
233,Female,17,,South,I like music but it does not feature heavily in my life,,,50,49,50,50,50,88,4,3,50,5,4,3,7,24,51,51,51,,
234,Male,23,,North,Music is important to me but not necessarily more important,1,2,31,78,61,31,42,94,45,33,64,21,23,26,49,71,48,27,79,,
235,Male,22,,North,Music is important to me but not necessarily more important,1,3,63,81,65,44,11,11,46,47,4,65,82,64,84,83,63,46,62,,
236,Male,20,,North,Music is important to me but not necessarily more important,4,2,8,25,9,10,9,31,93,91,12,52,93,52,55,48,48,10,11,,
237,Male,22,,North,Music is important to me but not necessarily more important,2,1,65,47,51,33,38,47,40,19,35,32,26,24,60,79,9,8,50,,
238,Male,22,,South,Music is important to me but not necessarily more important,,,24,31,53,47,40,60,64,43,65,60,58,58,58,58,53,45,41,,
239,Male,19,,Centre,I like music but it does not feature heavily in my life,,,54,32,69,95,65,36,67,23,36,8,73,62,55,43,53,37,96,,
240,Male,17,,South,Music is important to me but not necessarily more important,,,46,67,77,98,10,10,100,100,10,9,100,100,10,93,31,100,32,,
241,Female,24,,North,Music is important to me but not necessarily more important,2,,87,26,89,78,90,61,89,76,37,49,76,89,50,65,55,26,77,,
242,Male,21,,Centre,Music means a lot to me and is a passion of mine,3,0,80,52,51,28,26,52,32,29,31,63,43,12,53,44,41,24,60,,
243,Male,16,,South,Music is important to me but not necessarily more important,1,3,90,30,66,67,68,21,24,17,60,80,31,46,89,88,43,6,90,,
244,Male,50,,Centre,I like music but it does not feature heavily in my life,1,2,18,20,15,14,52,76,57,13,96,56,49,21,6,67,11,13,13,,
245,Male,20,,North,Music is important to me but not necessarily more important,2,2,66,51,61,31,31,54,29,28,52,71,49,49,48,56,31,31,31,,
246,Male,20,,South,Music means a lot to me and is a passion of mine,2,1,82,77,83,16,51,21,40,17,55,68,59,58,60,61,63,36,73,,
247,Female,22,,Centre,I like music but it does not feature heavily in my life,,1,52,53,54,54,8,32,7,70,79,92,93,56,57,58,96,89,53,,
248,Female,58,,North,I like music but it does not feature heavily in my life,1,0,40,68,51,15,16,52,13,13,35,52,93,95,72,75,15,16,71,,
249,Male,20,,Centre,Music is important to me but not necessarily more important,1,0,54,52,49,31,32,71,31,30,25,58,40,25,29,24,66,50,50,,
250,Male,19,,South,Music means a lot to me and is a passion of mine,2,5,100,100,64,61,70,31,66,58,39,49,100,100,100,100,100,64,100,,
251,Male,19,,South,Music means a lot to me and is a passion of mine,1,,62,59,55,55,57,62,60,60,63,62,62,64,49,57,59,57,54,,
252,Male,22,,North,Music is important to me but not necessarily more important,4,6,82,84,87,40,22,31,90,79,12,31,67,67,71,77,69,72,72,,
253,Female,52,,South,Music is important to me but not necessarily more important,3,,97,100,81,36,13,95,95,53,36,74,98,98,84,96,51,36,77,,
254,Female,23,,South,Music means a lot to me and is a passion of mine,3,1,78,99,80,7,7,5,25,25,2,92,88,87,70,50,81,82,28,,
255,Male,23,,South,Music is important to me but not necessarily more important,2,3,66,67,67,28,67,29,31,30,30,72,72,73,70,71,71,70,66,,
256,Male,62,,Centre,Music means a lot to me and is a passion of mine,1,5,69,7,71,6,88,6,5,7,51,72,6,6,5,68,47,8,27,,
257,Female,21,,Centre,Music means a lot to me and is a passion of mine,2,,71,71,71,28,29,29,31,30,30,70,70,70,71,70,70,41,70,,
258,Female,62,,Centre,I like music but it does not feature heavily in my life,,1,12,12,12,12,12,54,84,83,89,55,95,95,32,33,11,4,23,,
259,Female,20,,North,Music means a lot to me and is a passion of mine,,,86,79,89,74,76,19,10,27,44,66,57,36,75,77,53,27,69,,
260,Female,18,,North,Music means a lot to me and is a passion of mine,4,2,67,85,100,28,4,6,5,5,18,94,27,29,62,96,79,69,62,,
261,Male,18,,South,Music means a lot to me and is a passion of mine,4,,63,62,61,58,58,47,49,51,51,48,49,49,48,48,61,67,54,,
262,Male,23,,Centre,Music is important to me but not necessarily more important,,,30,50,53,73,37,45,6,11,29,52,33,38,25,56,36,11,64,,
263,Female,22,,Centre,Music means a lot to me and is a passion of mine,3,8,58,68,60,50,36,14,19,67,73,50,97,98,12,16,6,24,67,,
264,Male,23,,North,Music is important to me but not necessarily more important,0,8,50,49,63,33,32,32,48,21,36,25,49,31,50,66,50,36,70,,
265,Male,64,,North,I like music but it does not feature heavily in my life,0,0,5,11,3,14,52,62,2,6,91,25,24,14,21,7,4,2,6,,
266,Male,19,,North,Music means a lot to me and is a passion of mine,1,5,77,77,87,63,11,68,2,3,16,92,67,29,96,92,7,26,29,,
267,Male,24,,South,I like music but it does not feature heavily in my life,0,1,47,31,51,63,53,39,54,48,73,17,17,15,66,49,22,22,63,,
268,Male,17,,North,I like music but it does not feature heavily in my life,0,,12,26,13,46,11,52,9,10,33,52,69,53,23,29,10,12,52,,
269,Female,24,,North,I like music but it does not feature heavily in my life,1,1,28,46,27,50,32,50,51,32,69,8,70,32,32,32,12,10,68,,
270,Male,24,,South,Music means a lot to me and is a passion of mine,5,5,100,100,99,100,100,100,100,99,99,100,100,99,99,99,100,100,100,,
271,Male,26,,North,Music means a lot to me and is a passion of mine,6,1,54,53,66,51,51,51,65,46,90,67,60,49,68,72,72,68,68,,
272,Female,23,,Centre,Music is important to me but not necessarily more important,0,0,74,50,72,73,12,14,11,11,77,73,72,71,34,32,12,13,92,,
273,Male,22,,Centre,Music is important to me but not necessarily more important,4,5,73,74,86,62,82,82,75,82,76,76,79,72,76,69,79,79,75,,
274,Male,24,,North,Music is important to me but not necessarily more important,,2,49,49,48,73,27,6,49,50,50,50,62,63,64,63,10,7,70,,
275,Male,23,,North,Music means a lot to me and is a passion of mine,2,0,73,82,81,48,40,45,0,19,46,72,29,26,68,68,51,29,62,,
276,Female,23,,North,Music is important to me but not necessarily more important,5,,92,48,93,72,31,8,30,7,70,95,71,71,95,68,71,90,71,,
277,Female,20,,South,Music is important to me but not necessarily more important,1,,67,71,82,66,51,68,37,61,16,45,69,67,68,69,50,55,70,,
278,Male,58,,South,Music is important to me but not necessarily more important,2,2,76,77,76,28,29,12,29,28,51,99,100,100,85,72,72,55,75,,
279,Male,23,,Centre,Music is important to me but not necessarily more important,0,2,62,76,81,69,45,34,68,63,73,49,71,65,38,56,45,6,68,,
280,Male,19,,South,Music means a lot to me and is a passion of mine,0,0,35,51,29,36,34,71,9,8,28,29,67,55,50,50,31,7,67,,
281,Male,22,,Centre,Music is important to me but not necessarily more important,,,70,46,64,43,73,29,42,79,43,61,33,90,43,64,44,53,55,,
282,Male,21,,Centre,I like music but it does not feature heavily in my life,3,0,64,34,50,3,2,24,4,4,69,29,3,2,100,84,16,2,3,,
283,Female,18,,South,Music means a lot to me and is a passion of mine,4,0,84,84,100,31,1,2,31,30,30,100,75,77,50,50,75,75,74,,
284,Male,21,,Centre,Music is important to me but not necessarily more important,1,1,65,47,46,70,50,10,9,10,71,74,54,54,31,68,67,28,87,,
285,Female,24,,North,Music is important to me but not necessarily more important,2,1,66,69,78,27,28,33,29,12,65,84,54,50,65,62,70,65,62,,
286,Female,56,,South,Music has no particular interest for me,,,0,1,0,0,0,49,0,0,100,0,0,0,0,0,0,0,0,,
287,Female,22,,Centre,I like music but it does not feature heavily in my life,2,5,75,75,70,34,33,33,51,50,17,34,87,71,81,82,71,78,76,,
288,Male,58,,South,Music means a lot to me and is a passion of mine,2,2,97,48,95,47,32,6,5,5,55,67,12,10,47,69,15,9,92,,
289,Male,38,,North,Music is important to me but not necessarily more important,1,0,19,51,52,73,49,14,10,11,66,86,60,69,39,80,61,60,33,,
290,Female,28,,South,I like music but it does not feature heavily in my life,,,70,100,73,51,30,25,100,76,90,54,31,32,99,76,100,100,100,,
291,Female,22,,Centre,Music is important to me but not necessarily more important,1,,73,47,73,88,53,64,79,30,75,65,70,25,61,67,31,10,47,,
292,Male,48,,North,Music is important to me but not necessarily more important,,6,40,86,86,25,12,94,59,16,76,78,48,48,75,87,74,19,78,,
293,Female,22,,South,Music is important to me but not necessarily more important,2,2,65,65,49,48,63,64,10,10,9,25,10,9,49,50,7,8,8,,
294,Male,19,,South,Music is important to me but not necessarily more important,2,1,70,95,67,10,11,12,31,29,8,93,94,94,92,90,50,49,71,,
295,Male,23,,Centre,Music means a lot to me and is a passion of mine,2,5,72,73,73,8,9,8,9,11,11,68,10,9,50,69,68,32,7,,
296,Male,44,,South,Music means a lot to me and is a passion of mine,3,9,72,73,74,10,11,51,51,31,12,52,70,70,90,72,51,72,72,,
297,Male,52,,North,Music means a lot to me and is a passion of mine,3,1,91,65,68,51,7,8,10,10,11,10,65,21,84,88,54,60,68,,
298,Male,25,,North,Music means a lot to me and is a passion of mine,3,3,41,82,32,58,30,57,39,61,53,28,72,68,45,77,20,65,25,,
299,Male,19,,South,Music has no particular interest for me,,,52,53,53,54,55,49,50,50,50,50,50,51,52,51,33,33,33,,
300,Male,27,,Centre,I like music but it does not feature heavily in my life,,,11,52,10,27,11,69,69,47,33,11,31,32,10,37,6,8,10,,
301,Female,63,,North,Music is important to me but not necessarily more important,2,3,46,63,52,10,10,27,7,8,23,46,70,51,30,50,30,16,74,,
302,Male,51,,Centre,Music is important to me but not necessarily more important,1,3,59,57,71,35,54,72,32,32,73,73,71,51,51,31,32,33,75,,
303,Male,62,,North,I like music but it does not feature heavily in my life,,,52,31,51,31,31,50,11,12,50,68,67,67,51,69,31,51,71,,
304,Female,57,,Centre,Music is no longer as important as it used to be to me,,,10,8,10,10,11,12,12,13,47,70,54,72,14,15,10,11,54,,
305,Female,55,,South,I like music but it does not feature heavily in my life,0,0,49,48,31,66,50,10,9,8,59,36,49,50,30,31,10,11,13,,
306,Male,47,,North,Music is important to me but not necessarily more important,,,15,46,8,49,28,50,67,48,74,47,47,47,52,69,51,51,19,,
307,Female,43,,South,Music is important to me but not necessarily more important,1,3,34,50,47,30,30,30,69,51,37,48,69,68,29,46,37,53,52,,
308,Female,56,,South,I like music but it does not feature heavily in my life,1,2,48,48,51,70,5,4,4,3,21,46,63,50,7,8,8,7,65,,
309,Male,45,,Centre,Music is important to me but not necessarily more important,,1,35,63,41,38,32,70,8,33,51,71,53,54,30,67,29,29,51,,
310,Female,63,,North,Music is important to me but not necessarily more important,0,1,59,59,59,13,58,13,51,33,73,95,59,63,25,64,20,72,70,,
311,Male,19,,North,Music means a lot to me and is a passion of mine,5,3,66,66,67,64,68,67,68,66,65,56,56,57,56,56,56,57,55,,
312,Female,62,,North,Music is important to me but not necessarily more important,,,58,80,69,68,50,50,36,10,32,56,84,71,55,57,24,24,41,,
313,Female,24,,Centre,Music is important to me but not necessarily more important,1,10,90,95,86,31,12,73,53,53,11,53,73,49,69,70,70,11,69,,
314,Female,25,,North,Music means a lot to me and is a passion of mine,1,2,87,97,71,4,4,36,33,11,76,51,78,100,45,62,68,26,89,,
315,Female,48,,South,I like music but it does not feature heavily in my life,,2,16,54,38,70,68,34,12,12,35,14,64,49,9,12,11,13,71,,
316,Female,53,,South,Music is important to me but not necessarily more important,15,,45,43,30,24,31,31,9,12,35,46,59,58,49,48,31,48,64,,
317,Male,61,,South,I like music but it does not feature heavily in my life,1,,30,45,51,31,66,31,27,27,5,70,71,58,55,42,26,20,69,,
318,Male,60,,North,Music has no particular interest for me,,1,5,30,12,11,12,72,11,10,100,9,29,6,8,5,7,7,4,,
319,Female,27,,South,Music means a lot to me and is a passion of mine,3,1,54,54,53,49,49,51,29,32,41,40,79,84,50,73,74,77,73,,
320,Female,21,,South,Music means a lot to me and is a passion of mine,2,3,94,100,100,31,14,100,69,69,14,55,59,64,100,78,51,51,73,,
321,Male,35,,South,Music means a lot to me and is a passion of mine,2,2,76,81,91,70,68,49,34,33,37,53,22,62,52,68,72,62,85,,
322,Male,55,,Centre,Music is important to me but not necessarily more important,3,3,80,77,75,49,52,37,40,42,54,79,54,72,75,73,50,52,83,,
323,Male,63,,South,Music is important to me but not necessarily more important,,,15,29,25,8,17,16,23,10,48,83,69,67,70,68,24,18,14,,
324,Female,24,,South,Music is important to me but not necessarily more important,5,2,83,75,80,29,36,54,19,7,45,74,86,94,25,62,48,62,78,,
325,Male,20,,North,Music means a lot to me and is a passion of mine,3,,91,51,90,4,49,4,48,6,4,80,50,50,71,89,88,85,38,,
326,Male,16,,Centre,Music is important to me but not necessarily more important,,1,80,99,69,30,12,2,11,59,73,91,100,79,74,100,35,9,70,,
327,Female,41,,North,I like music but it does not feature heavily in my life,1,,51,67,52,11,12,92,28,28,48,25,9,9,31,72,32,32,69,,
328,Male,19,,North,I like music but it does not feature heavily in my life,,2,42,58,17,4,49,96,52,69,51,32,50,50,10,41,6,5,65,,
329,Male,17,,South,Music is important to me but not necessarily more important,2,0,73,71,50,72,50,84,51,32,50,39,75,59,60,72,13,27,39,,
330,Female,23,,North,Music is important to me but not necessarily more important,1,4,70,52,57,45,45,56,67,71,46,34,64,63,39,48,48,48,60,,
331,Female,63,,South,I like music but it does not feature heavily in my life,,,13,31,14,72,72,72,12,5,91,13,69,54,12,33,9,11,70,,
332,Female,46,,Centre,Music is important to me but not necessarily more important,1,0,56,56,57,56,30,55,34,34,33,55,70,71,52,54,53,54,55,,
333,Female,24,,Centre,Music has no particular interest for me,,,8,6,12,7,6,92,15,14,13,7,70,47,18,21,8,12,19,,
334,Male,38,,North,Music is important to me but not necessarily more important,1,0,68,68,49,29,29,51,52,58,29,75,69,71,50,49,49,36,48,,
335,Male,18,,North,Music is important to me but not necessarily more important,2,2,44,66,48,9,8,9,25,23,6,62,65,9,93,77,7,7,51,,
336,Male,43,,Centre,Music is important to me but not necessarily more important,2,5,71,73,73,54,35,52,74,52,40,77,77,78,79,78,50,71,70,,
337,Male,23,,South,I like music but it does not feature heavily in my life,1,2,16,55,33,72,51,35,32,34,55,55,34,35,76,78,35,32,68,,
338,Male,22,,Centre,Music means a lot to me and is a passion of mine,3,2,72,70,69,70,23,97,59,72,55,51,71,50,51,70,69,78,49,,
339,Male,42,,South,Music means a lot to me and is a passion of mine,2,0,78,62,57,42,37,35,0,1,65,75,49,56,47,61,27,20,50,,
340,Female,64,,South,I like music but it does not feature heavily in my life,,,16,18,18,17,90,11,29,11,10,12,14,35,12,15,15,15,15,,
341,Female,31,,North,Music is important to me but not necessarily more important,,1,9,48,49,8,9,96,52,35,22,49,71,70,9,28,9,9,74,,
342,Male,29,,South,Music is no longer as important as it used to be to me,,,31,29,53,29,52,31,33,5,74,50,49,49,30,51,10,9,70,,
